content,asertividad,autoconciencia emocional,autoestima,desarrollar y estimular a los demás,empatía,autocontrol emocional,influencia,liderazgo,optimismo,relación social,colaboración y cooperación,comprensión organizativa,conciencia crítica,desarrollo de las relaciones,tolerancia a la frustración,comunicacion asertiva,manejo de conflictos,motivación de logro,percepción y comprensión emocional,violencia
"algunos chilenos pagan sus errores con cárcel, otros con clases de ética, Piñera no paga nada, y nunca ha pagado nada .... PINOCHEQUES se fue sin pagar, esperemos que Piñera por lo menos tenga por lo bajo una reclusión nocturna, o algo que nos haga pensar al común de los mortales que en Chile, la justicia también despertó, aún que sea ilusionarse mucho, no pierdo la fe.ñ",0.12,0,0.17,0.2,0.2,0.15,1.09,0,0.16,0.38,0.72,0,0.17,0.18,0,0.66,0.15,0.86,0.16,0
"Uff, estos son errores no forzados, absolutamente no forzados",0,0,0,0,0,0,0.18,0,0,0,0,0,0.33,0,0,0,0,0,0,0
ALARACOOOOOOO! No le ponga tanto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Que significa alaraco?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasándose todo por la raya a lo bolsonaro..si lo fiscalizan remueve gente y listo !!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.18,0
"ANDA A LA POBLA, HABER QUE TE DICEN , CUANDO NADIE SE PONE NI MASCARILLA NI NADA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pero si cuando Chile estaba en llamas el ""pastel"" andaba comiendo pizza, que menos se puede esperar. Roguemos al universo para que el tiempo transcurra veloz y el payaso deje el circo pronto.",0.24,0,0.18,0,0,0,0,0,0,0.2,0.3,0,0,0.38,0,0.14,0.16,0.23,0,0.27
"si éste wueon se robó un banco y luego es presidente, estamos en un país de mier.da..",0,0,0,0.21,0.2,0,0.19,0,0,0.19,0,0.17,0,0.18,0,0,0,0,0,0.28
"Porque en Chile las personas NO son iguales ante la ley. Los magnates tiene un trato VIP, con justicia y penas distintas y poseen una moral de amos. Los rotikuajos con su moral de esclavos, religión y democracia solo deben conformarse con que la promesa de que los amos sean castigados en la otra vida mas no en esta.",0.12,0.15,0.17,0.59,0.39,0.15,0.18,0.64,0.31,0.57,0.14,0.17,0.33,0.36,0.14,0.27,0.15,0.21,0.32,0
"Con o sin cuarentenas todos podemos sacarnos la mascarilla en calles poco transitadas y ponérnosla cuando nos acerquemos a otras personas y eso se da mucho en mayores de edad que tienen más problemas para respirar, sobre todo en horas de mucho calor.No hay ninguna norma sanitaria que lo prohíba. Lo suyo es propio de zur dos contumaces y expertos en ASESINATO DE IMAGEN Y EN MENTIR, MENTIR....",0,0,0,0.2,0,0,0.18,0,0,0,0.29,0.17,0.17,0.18,0.14,0.13,0.31,0.44,0,0.8
El presidente de las disculpas eternas?,0,0,0,0,0.2,0,0,0,0,0.19,0.14,0,0.16,0.18,0,0.13,0,0,0.16,0
Ya queda poco para q te vayas x suerte,0,0,0,0,0,0,0,0,0.22,0,0.19,0,0,0.24,0,0.17,0.2,0.3,0,0
"eso, esperen tranquilo y calmado.....ustyed ya sabe que tomará la presoidencia de CHILE, el comunista JADUE......el terror hecho persona, y que se ha sabido de las iluminarias??, se lo habrán encargado a la fiscal chong ???, capaz, es un chiste la justicia chilena...los falsos exonerados políticos siguen cobrando gracias a la chong",0.38,0.16,0.18,0.64,0.43,0.16,0.39,0.23,0,0.61,0.15,0.74,0.53,0.19,0.3,0.29,0.33,0.23,0.34,0.54
por favor ni te lo imagines seria la desgracia mas grande para el pais,0,0,0,0.21,0.2,0,0.38,0,0,0.19,0.29,0,0,0.37,0,0.28,0.16,0.22,0,0.28
Pobrecito sigue usando la chapa de mujer ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TE DESPECHO LA FISCAL , VENDES TORTILLAS Y NO TE COMPRO.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No le imite a la Cecilia Morel..que cuando se emborracha ve solo alienigenas y rojos (no verdes)... Ud. aun cree que los rabanitos gustan comer guaguas?.. por favor no se quede en los 70..haga un esfuerzo y desarrollese cerebralmente un poquito...como dijo Pinera a la Matthei..pareces cabra chica..,0,0,0.18,0.44,0.4,0,0.39,0.23,0.16,0.2,0.15,0,0,0.37,0,0.15,0.16,0,0,0
"y que tiene que ver andar sin mascarillas, con irse??y cual seria la suerte?? tener a jiles como presidente o a jadue??",0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.17,0,0,0
"Ya, sabemos como termina esto... En nada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Que está mal lo que hizo, está mal. Que debe dar el ejemplo, si debe. Que pidió disculpas, si las pidió, que comete errores, muchos (como todo el mundo). Que la izquierda se preocupe de esas nimiedades, no se justifica, para ellos debe ser el mejor gobierno de todos los que han tenido, les aguanta todo y además lo critican, puchas que son poca cosa.",0.38,0,0.18,0.22,0.4,0.17,0.39,0.23,0,0.4,0.45,0,0.72,0.38,0.44,0.44,0.32,0.66,0.33,0
"Su excremencia tiene del año que le pidan. Cree que vive en otro planeta, de otra galactea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
se escribe Galasia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No será mucho tirar tanta bilis por una estupidez. A nadie va a contagiar. Mucho izquierdista desenfrenado y derechistas culposos por estos foros.,0,0,0,0.39,0,0.15,0.18,0,0,0.19,0,0,0,0,0,0,0,0,0,0
"Al Seremi de Salud se le cayeron los pantalones, fallo general de hormonas masculinas, crisis de pánico escénico de perder el cargo...un valiente pero al revés.",0.44,0.19,0.39,0.26,0.21,0.2,0.23,0.25,0.34,0.22,0.16,0.2,0.21,0.21,0.16,0.17,0.53,0.23,0.18,0.35
Se fiscaliza y se hace sumario a la persona que se niega a usar la mascarilla.-,0.12,0,0,0,0,0,0.18,0.21,0,0,0,0,0.16,0,0,0.13,0.15,0,0,0
"La autoridad sanitaria dijo que “elusocorrecto de lamascarilladebe ser siempre y en todo el país. Hay excepciones, al comer, al disfrutar del mar, pero ya sea alaire libreo en espacios cerrados, elusode lamascarillaes fundamental”, reiteró. 15 nov. 2020 Ministro de Salud",0.25,0,0.18,0.63,0,0.16,0.19,0.23,0.17,0.6,0.15,0.55,0.35,0.19,0.15,0.14,0.33,0,0.51,0
"Piñera se ríe de los chilenos, esa es la verdad, se siente tan superior que simplemente se ríe de lo que pueda pensar la gente de él y del hecho de que hace lo que quiera, aun cuando vaya contra las normas sanitarias establecidas por SU ministro de salud... Piñera es un pobre infeliz con el ego muuuy alto... y no faltan aquí quienes se lo inflan más aún!!",0.12,0.32,0.18,0.41,0.42,0,0.19,0,0,0.4,0,0.18,0.17,0.19,0,0.14,0.16,0.23,0.33,0
"Yo debo tener mucho más ego que el Pdte porque varias veces me he sorprendido sin mascarilla puesta en lugares obligatorios. Ahora, si me acuerdo!, llevo una nueva y de reserva, para que giles como Ud y muchos otros de este foro, no me llenen de insultos y reproches. Pero no solamente yo he estado en esa situación, porque he visto a muchos otros chilenos, olvidarse ponérselas y solo BASTA UN GESTO AMABLE, PARA RECORDÁRSELO! Y la amabilidad es gratuita.",0.24,0.31,0.68,0.61,0.79,0.31,1.11,0.43,0.63,0.95,0.72,0,0,0.9,0.14,0.27,0.15,0.85,0.32,0.27
"El presidente da la pauta, Adios a la mascarilla. Ministro París, está haciendo el ridículo.",0,0.16,0.17,0.21,0,0,0.19,0,0,0.19,0.15,0,0,0.37,0.14,0.14,0,0.22,0,0
"¿Porque no entienden ?, ellos son Piñera Echeñique y Uds. son Gonzales, Perez, Valenzuela, Nahuelpan, Linconao..........apenas.- Ahhhhh.....Uds. son de los giles que creen que somos todos iguales ante la ley ?.- Den gracias que los dejan escribir aqui .-",0,0.15,0.17,0,0,0.15,0.18,0,0,0,0,0.17,0,0,0.14,0,0,0,0.16,0
"Los incas y sus descendientes pueden hacer lo que quieran en sus tierras. Ah, y recuerden que inca era el gran rey. Don Jorge tiene razón. Se traigan la propaganda de la tele de que todos somos iguales.",0,0,0,0,0.21,0,0,0,0.33,0,0.15,0,0,0,0.14,0,0,0,0,0
incubar odio es un pecado,0,0,0.25,0,0,0,0,0,0,0.28,0,0,0,0.27,0,0,0,0,0.24,0.52
Mandele el recado a la elite del oasis.- Yo solo incubo verdades.-,0,0,0.19,0.23,0.23,0,0.21,0.25,0.19,0,0,0,0,0,0,0,0,0,0,0
"Disculpe don Jorge, pero Piñera no desciende de esos españoles rascas que llegaron a Chile protegidos por unas huestes de lumpen, dándoselas de nobles, y que en clara connivencia con la Iglesia le robaron las tierras a los indios para aprender sembrar papas. ¿Acaso no sabe que él desciende de la línea de Túpac Amaru? Lo que sí coincide es su cercanía con la Iglesia --pechoño declarado de la UC-- y por supuesto, en eso de robarse las tierras.",0.23,0.15,0,0.59,0.98,0.15,0.72,0.64,0,0.94,0.56,0.51,0.33,1.06,0.14,0.66,0.15,0.21,0.31,0.52
"ENTONCES TIENE MENOS ,AUTORIDAD ,LEGITIMIDAD Y CREDIBILIDAD.",0.13,0,0,0.22,0,0.17,0.27,0.24,0,0.21,0.16,0.19,0.19,0,0,0,0.17,0,0,0
ella LA CARBONERA de RRSS ..... patético.,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El perla paseándose por la playa, sin mascarilla. Mientras el resto que se joda. Piñerín pillín bueno para triangular, arranca que te va agarrar la ola o mejor dicho la segunda ola.",0,0,0,0,0.2,0,0.18,0,0.16,0,0.15,0,0.17,0.18,0.28,0.14,0.16,0.44,0.16,0
"primero el funeral de su tio, después la compra de vinos en cuarentena, ahora esto, Piñera siempre ha estado sobre la ley, de ahí sus arranques absurdos",0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0.16,0
"QUE TERRIBLE W N , ANDAR EN LA PLAYA SIN MASCARILLA JAJAJAJAJAJAJAJJAJA, W E O N ES GRAVES",0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.17,0.62
"ESO ES SIMPLEMENTE ABUSO DE PODER.PRIMERO FUE LA COMPRA DE VINOS, LA PLAZA BAQUEDANO, EL FUNERAL DE SU TÍO Y AHORA EN PLAYA, SUMA SIGUE. LA GALLINA PIÑERA CON RAZÓN NO SE TERMINA LOS SAQUEOS Y PROTESTA DIARIAS EN LA PLAZA BAQUEDANO Y CENTRO DE SANTIAGO",0,0.15,0,0.2,0,0,0.23,0,0,0,0.14,0.17,0.16,0.18,0,0,0.15,0.21,0.16,1.05
QUE TERRIBLE ANDAR SIN MASCARILLA EN LA PLAYA AJAJAJAJJAJ COLORRRRRRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68
Miren de lo qué se preocupan...ridiculo para un país de chantas ...,0.15,0.19,0.39,0.52,0.21,0.2,0.23,0,0,0.44,0.16,0,0.21,0.41,0.32,0.17,0.18,0.23,0.18,0
"Sí, país de chantas, empezando por el presidente.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAYANA CUALQUIER RESTAURANT, NADIE USA MASCARILLA NI LOS MOZOS .............. SHOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ese afan de andar detrás del presidente buscándole la 5 pata del gato, déjenlo en paz, cuando ande con el calzoncillo rosado buen digan que se los quito a la jiles, y kgron no lo pueden multar ya que no estaba el fiscalizador, déjenlo en paz tropa de desquiciados",0.25,0,0,0,0,0,0,0,0.34,0,0,0,0.35,0,0.3,0,0.33,0,0.34,0
coshinooo la jiles es miaaaa vo teni la morel connpañaless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"prefieo, digna, dama, una sra, la otra pregúntale a Gadafi con camello y todo",0.13,0.17,0,0,0,0.17,0,0,0,0.21,0,0.19,0.19,0,0,0,0.17,0.25,0,0
"Ojo, uno puede andar sin mascarilla en la playa a más de 2 mts de otra persona.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ponte la mascarilla c. t. m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAYAN A LAS POBLAS, AHI SE RESPETA CERO LA MASCARILLA Y DISTANCIAMIENTO .... COLOR",0,0,0.19,0,0.23,0,0.27,0,0,0.22,0,0.2,0,0.2,0,0.15,0,0,0,0
"Que terrible es ser un país controlado por energúmenos....ladrones....y faltos de respeto hacia su pueblo....este hombre pasará a la historia como un ser despreciable...digno de repudio ....incluso seguro , a penas salga de la presidencia, organismos internacionales tendrán su oportunidad de encarcelar a este indigno ser",0.24,0.16,0.35,0.41,0.42,0.16,0.38,0.45,0.17,0.99,0,0.54,0.17,0.38,0.15,0.42,0.32,0.68,0.33,0.81
"Con o sin cuarentenas todos podemos sacarnos la mascarilla en calles poco transitadas y ponérnosla cuando nos acerquemos a otras personas y eso se da mucho en mayores de edad que tienen más problemas para respirar, sobre todo en horas de mucho calor. No hay ninguna norma sanitaria que lo prohíba. Lo suyo es propio de zur dos contumaces y expertos en ASESINATO DE IMAGEN Y EN MENTIR, MENTIR.... y lleva meses y a?os haciendo lo mismo en este foro.",0,0,0,0.2,0,0,0.18,0,0,0,0.29,0.17,0.17,0.18,0.14,0.13,0.31,0.43,0,0.79
aaahhh....eres lloroncito....jajaja....vaya a cambiarse su pañal...niño,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.16,0
Inconsecuente. Burro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LE DEBES CONOCER LA GRACIA QUE TIENE PIÑERA EN LAS ENTREPIERNAS PARA LLAMARLO BURRO, Y ESO ES UNA FEA GILIPOLLADA.-",0.12,0,0,0,0,0,0,0,0,0,0.15,0.18,0,0.19,0,0.14,0,0.22,0,0.53
un gobierno que se caracteriza por aplicar la justicia para el ciudadano común y corriente pero no para el 20%..,0,0,0,0,0,0,0,0,0,0.21,0.31,0,0.18,0.39,0,0.29,0,0.48,0,0
aprende a escribir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borreguito recuerda estas usando tu chapa de mujer ....,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Este tipo no da pie con bola. Tendrá muchos títulos universitarios y mucha plata pero es un pésimo presidente. Voté por el y me siento estafado. Contando los días para que se vaya.,0.12,0.15,0.17,0.2,0.2,0.31,0.37,0.22,0,0.19,0.14,0.17,0.17,0.18,0.14,0.13,0.31,0.43,0.16,0.81
"La autoridad sanitaria dijo que “elusocorrecto de lamascarilladebe ser siempre y en todo el país. Hay excepciones, al comer, al disfrutar del mar, pero ya sea alaire libreo en espacios cerrados, elusode lamascarillaes fundamental”, reiteró. 15 nov. 2020 Ministro de Salud",0.25,0,0.18,0.63,0,0.16,0.19,0.23,0.17,0.6,0.15,0.55,0.35,0.19,0.15,0.14,0.33,0,0.51,0
A estas alturas da lo mismo lo que haga Piñera........... no creo que baje o suba del 6% de aprobación.,0,0,0,0.21,0,0,0.19,0,0.16,0,0,0,0,0,0,0,0,0.21,0,0
"no puede fallar EL LESO piñera,como lo hace,las agarrarlas todas,parece que entrena todos los dias para ser mas",0.13,0,0,0,0.22,0,0,0,0,0,0.15,0,0.18,0.19,0,0.14,0,0.24,0,0
"Se rie de tí, de tu familia, de lo que has ganado, y de tu trabajo, y todavía hay gente que lo defiende. TONTOS QUE NO SE RESPETAN ASÍ MISMOS, NI A LOS TUYOS. PIÑERA,nadie te quiere.",0,0,0.34,0,0.2,0,0.56,0.22,0.16,0.19,0,0.17,0,0.18,0,0.14,0,0.21,0,0.28
Creo Sr Presidente que no debe olvidar su responsabilidad civica y sanitaria de dar el ejemplo en usar mascarilla.,0,0.16,0.17,0,0,0.16,0,0,0,0.19,0,0.17,0.17,0,0,0,0,0,0.16,0
vaya a laaaaaaaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No se preocupen mas de este señor, ya fue tuvo su oportunidad y la desaprovecho, solo espero que termine su nefasto gobierno.",0.38,0,0.53,0.66,0.61,0.17,0.4,0.46,0.16,0.2,0,0.18,0.18,0,0.15,0.15,0.16,0.22,0.17,0
esres rojo?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Extraordinario!... Basta con disculparse y asumir el error para que no se tomen medidas.... ya saben fiscalizadores, una disculpa oportuna y queda sin efecto cualquier sumario y posterior sanción....",0.13,0,0,0.24,0.62,0,0.42,0.24,0,0.41,0.47,0.19,0.38,0.59,0,0.63,0,0.45,0.35,0
"Dando el Contra Ejemplo, eh?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yo que el no me daria una vuelta por el centro...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PORQUE NO , SI ES ""EL PRESIDENTE DE TODOS LOS CHILENOS""..................................................................QUE SON EMPRESARIOS Y VIVEN EN LAS COMUNAS ACOMODADAS Y ADEMAS FUE ELEGIDO ""POR AAAAAAAAAAAMPLIA MAYORIA "". ALGO ASI COMO UN 26% .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
está en su burbuja. no quiere ni se atreve a salir al Chile real,0.12,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.23,0,0.27
Y el genio del intendente anunciando el cierre de la región.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EL SR. SEREMI DEBERÍA RENUNCIAR PORQUE DECIR QUE LOS SUMARIOS SOLO SE PRODUCEN SI SON FISCALIZADOS, QUIEN VA HA FISCALIZAR AL PRESIDEMENTE, Y LOS GUARDIANES DEJARON PASAR HA ESAS APOYADORAS SIN NINGÚN RESGUARDO, CREO QUE ESTAMOS FRITOS.CONVERGUENSA Ó SINVERGÜENZA.",0,0.16,0.35,0.2,0.41,0.16,0.24,0.45,0.16,0.2,0.15,0,0,0.19,0,0,0.16,0.22,0.49,0
Tendrá muchos Títulos universitarios y mucha plata pero inteligente no es. Voté por el y me siento estafado. No hace nada bien !!!!!,0,0.16,0,0,0.21,0.16,0,0,0,0,0.15,0,0.17,0,0,0,0.16,0,0.16,0.27
"PARECE QUE TE LO METIO BIEN ADENTRO QUE ANDAS TAN DESPECHADA JAJAJAJAJ , PARECES W E ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luchin a tomarse la pastilla ya es tarde...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suma y sige , no merecemos un presidente como el.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAY QUE PASARLE LA CUENTA A LOS WONES QUE VOTARON POR ESTE WON.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.16,0
"discrepo, fueron más lo que no ejercieron el derecho a voto que los que votaron por él, entonces los culpables que esté este sr en el poder son los que no votaron",0.12,0,0,0.2,0,0.15,0,0,0,0,0,0,0,0,0,0.14,0.16,0,0,0
"A.w.ona.o. la mascarilla se pone cuando uno sale de la casa o baja del auto.- Debe pensar siempre que los ojos de todos están sobre él y parece que se esfuerza por ser centro de críticas, buenas o males, por eso sus adversarios aumentas y su apoyo disminuye, no podemos defender o explicar actos impensados....",0.12,0,0.17,0.2,0.2,0,0.37,0.22,0.16,0.19,0.29,0,0.17,0.36,0,0.14,0,0.43,0.32,0
"Y la multa de 50 millones,se llenan de odio para actuar contra el cuidadano comun y corriente.Y ahora.",0,0,0.18,0,0,0,0,0,0,0.2,0.15,0,0,0.38,0,0.15,0,0.22,0.17,0.3
Y que pasó entonces con esa pareja que estaba en el parque Araucano enmendó su error y la aplicaron más de dos millones de multa...? O la ley es pareja para todos o no lo es....,0,0,0,0,0,0,0.19,0,0,0,0.14,0,0,0.18,0,0.14,0.16,0.21,0.16,0
obvio que no lo es...es es uno de los grandes problemas de Chile.,0,0,0,0,0,0,0.19,0,0,0,0,0,0.17,0,0,0,0.16,0,0,0.28
"Eran Gonzalez Muñoz, no Piñera Echeñique.-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"¿ Y handaba, con permiso y pasaporte sanitario? Ya pues sr, Paris haga respetar las leyes, en Chile todos somos iguales ,ante la ley",0,0,0.18,0,0.22,0,0.19,0,0,0.2,0,0.18,0,0.19,0,0.14,0,0,0,0
handaba??? Debe ser un nuevo verbo.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTE HIJO PERRA ES INMORTAL,0,0.27,0.25,0.39,0,0,0.42,0,0,0,0.21,0,0,0,0,0,0.23,0,0,1.05
Sale mara-ca y la c-t-m pero cuando sali a incendiar y a violentar en la calle te caaagay de la risaa cinica de mieeerda y por una mascarilla rompe investidura la weeeona,0,0,0,0,0,0,0.42,0,0,0,0,0,0.19,0,0,0,0,0,0.17,0.63
"Le sobró la ""T"" a la palabra inmortal.",0,0.15,0.17,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0
Y qué dirá la Subsecretaria ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La autoridad sanitaria dijo que “elusocorrecto de lamascarilladebe ser siempre y en todo el país. Hay excepciones, al comer, al disfrutar del mar, pero ya sea alaire libreo en espacios cerrados, elusode lamascarillaes fundamental”, reiteró. 15 nov. 2020 Ministro de Salud",0.25,0,0.18,0.63,0,0.16,0.19,0.23,0.17,0.6,0.15,0.55,0.35,0.19,0.15,0.14,0.33,0,0.51,0
a las vacas sagradas no se fiscalizan...,0,0,0.17,0,0,0,0,0,0,0.19,0,0,0,0.18,0,0,0,0,0,0
Si es por eso es cosa de salir a la calle y empezar a subir fotos.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exacto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Que país mas cínico, piñera no es santo de mi devoción pero veo todos los días montones de personas sin mascarilla en las calles y para que hablar delos haitianos",0,0,0,0,0,0,0.18,0,0,0,0.14,0,0,0.18,0,0.13,0,0.21,0,0.26
La diferencia está en que nuestro presidente nos obliga a andar con bozal como estúpidos. Pero para el no aplica? Cortemos la tontera,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.18,0.14,0.14,0,0.21,0,0.55
cualquier comentario desde Uganda vale k llampa!!!,0.15,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0.17,0,0,0,0
TANTOS PRESIDENTES HAY EN EL OASIS.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Este humanoide es realmente tonto, no se como fue capaz de ganar esa fortuna!!",0,0,0.21,0,0,0,0.5,0.27,0.18,0,0,0,0,0,0,0,0,0.24,0,0.39
"MUCHOS NOS GANAMOS LA VIDA LUCHANDO , LUCHANDO . LARRY EN SU CASO: ROBANDO, ROBANDO.",0,0,0,0.57,0.44,0,0.96,0.26,0.18,0.46,0,0.42,0,0.44,0,0,0,0.24,0,1.53
"estos mismos w..ones crearon los protocolos y estos mismos weo..nes no lo cumplen entonces que se vayan a la xu..xa un buen tiempo digo yo ,los payaseos suma y siguen con este seudo-gobierno",0.12,0,0,0.21,0,0,0,0.22,0,0.19,0.29,0.18,0,0.18,0,0,0.16,0.22,0,0.28
"EL UNICO PROTOCOLO QUE USAN , RESPETAN Y APLICAN A LAS MIL MARAVILLAS ES EL QUE TIENEN PARA ROBAR , SON COMO LOS URUGUAYOS Y PARAGUAYOS PEGANDO PATADAS EN LA CANCHA Y NO LES SALE NI POR CURADOS.",0,0,0.18,0.22,0.44,0,0.52,0,0.18,0.42,0.16,0.38,0,0.59,0,0.29,0,0.24,0.17,0.55
"Esa incombustible capacidad para Cag...a; hacerse zancadillas o disparase en los pies. Y quizá es sólo el hecho que no ha ""dejado de vivir en su oasis""; o cómo dice un tema que canta Frank Sinatra, ""vive a su manera"".",0,0,0.17,0.2,0.2,0,0.18,0.22,0.16,0,0.14,0,0,0.18,0.14,0.13,0.16,0.22,0,0.53
The Clinic a la cola de Piñera inventando cualquier noticia. Si anda solo por la playa y le pasa algo es problema de el,0,0,0.17,0.2,0.2,0,0.19,0.22,0.16,0,0,0,0.17,0,0,0,0.32,0,0.16,0.27
Moneda Asset..+..ILC...+ Habitat...coktail perfecto para ahora si enviarlo a la carcel..y no gracias a The Clinic...gracias a FyF.,0.14,0,0,0,0,0,0.21,0.25,0.19,0,0.17,0.4,0,0.21,0,0.15,0,0.26,0,0
Dónde está el invento estimado??.,0,0,0,0,0.2,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0
"Caminaba solo. Nadie en las aproximaciones. Foto casual y pedida desde la sana distancia. Esto es una tontera mediatica. Si hubiese estado rodeado de gente en espacio cerrado se justificaria pero aqui, se pasaron de la raya! no soy adepto al presidente pero hay que tener mesura y dejar de lado las odiosidades.",0,0,0.38,0.22,0.23,0,0.2,0.24,0.18,0.21,0,0,0,0.2,0,0,0.17,0,0.36,0.28
estoy de acuerdo. Pero entonces que sea igual para todos...,0.13,0,0,0,0,0,0,0,0,0.21,0.31,0,0,0.39,0,0.14,0.17,0.47,0,0
Predique con el ejemplo y pague la multa que corresponde...,0,0,0,0,0,0,0.19,0,0,0,0.15,0,0,0,0,0.14,0,0.22,0,0
CUANDO LE LLEGUE LA MULTA LA VA A MANDAR AL TC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y el pueblo encerrado con dos salvoconductos semanales, obligado a usar mascarilla y estamos hasta la coronilla con este encierro. Dictadura para la mayoría y el lindo en la playa.",0,0,0,0,0,0,0,0,0,0,0.15,0.18,0,0.19,0,0.14,0,0.46,0,0
"Piñera, saco de w. eas!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El h....es más volao, pero no seamos ciegos, anda harto i.m.b.e.c.i.l, sin mascarilla en la ciudad, las viejas se hacen las h......nas y otro h....u...e...a...que haga lo mismo a esta altura da igual . Hace rato que este sujeto no representa a nadie ni a los que votaron por el.",0,0,0,0,0.2,0,0,0,0.16,0,0,0,0,0.18,0.14,0,0,0,0.16,0
"Tan poco atinado este sujeto, que hace una tan otra tontera. Con razón la izquierda destructora de chile hace lo que quiere con este monigote. Un verdadero monigote de la izquierda lo trata con un verdadero títere y hacen y deshacen con el. Con razón el país está tan mal con este payaso.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La autoridad sanitaria dijo que “elusocorrecto de lamascarilladebe ser siempre y en todo el país. Hay excepciones, al comer, al disfrutar del mar, pero ya sea alaire libreo en espacios cerrados, elusode lamascarillaes fundamental”, reiteró. 15 nov. 2020 Ministro de Salud",0.25,0,0.18,0.63,0,0.16,0.19,0.23,0.17,0.6,0.15,0.55,0.35,0.19,0.15,0.14,0.33,0,0.51,0
"CADA SEMANA UN PAR DE SALIDAS DE MADRE, QUE PASA PRESIDENTE ??",0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.19,0,0.14,0.16,0.22,0.16,0
"Y para Xu..va andar solo en una playa ,con mascarilla",0,0,0.2,0.23,0.24,0,0.21,0.25,0.19,0,0.17,0,0,0.21,0,0.15,0,0.26,0,0
"Si van a seguir imponiendo medidas sin sentido, al menos pongámonos de acuerdo y partan por seguirlas ustedes. Caso contrario esto se presta para el payaseo y las personas comenzarán a no utilizarlas en zonas que si se deben utilizar como espacios cerrados o con mala ventilación (Mall, Transporte público, etc)",0.12,0,0.18,0.21,0,0,0.19,0.23,0,0.4,0.45,0,0,0.37,0,0.14,0.16,0.45,0,0
