content,asertividad,autoconciencia emocional,autoestima,desarrollar y estimular a los demás,empatía,autocontrol emocional,influencia,liderazgo,optimismo,relación social,colaboración y cooperación,comprensión organizativa,conciencia crítica,desarrollo de las relaciones,tolerancia a la frustración,comunicacion asertiva,manejo de conflictos,motivación de logro,percepción y comprensión emocional,violencia
"Con o sin cuarentenas todos podemos sacarnos la mascarilla en calles poco transitadas y ponérnosla cuando nos acerquemos a otras personas y eso se da mucho en mayores de edad que tienen más problemas para respirar, sobre todo en horas de mucho calor. No hay ninguna norma sanitaria que lo prohíba. Lo suyo es propio de zur dos contumaces y expertos en ASESINATO DE IMAGEN Y EN MENTIR, MENTIR....",1.66,0.77,2.39,2.61,2.02,1.53,3.32,1.32,1.44,1.92,1.31,1.57,2.52,1.09,1.27,1.48,1.56,2.4,2.1,3.71
"Aprovechan cualquier oportunidad para criticar a Piñera. No lo defiendo y tampoco es de mi agrado, pero quien se pone mascarilla para pasear por la playa ?",0.88,0.49,0.88,1.31,1.01,1,1.76,0.68,0.48,1.58,0.15,0.72,1.07,0.37,0.14,1.02,0.48,0.65,0.66,2.34
CARECE DE TODA SERIEDAD SU COMENTARIO EN BOLIVIA NO HAY PLAYAS .,0.23,0,0,0.2,0,0.15,0.93,0.43,0.31,0.19,0,0.17,0.16,0.18,0.14,0.26,0.3,0.21,0,2.1
"Estas equivocado, hay playas de ríos y también de estacionamiento.",0.12,0.3,0.17,0.39,0.59,0.6,0.9,0.43,0.31,0,0,0,0.16,0.35,0.55,0.13,0.3,0.21,0.31,0.52
y el Titicaca?,0,0,0.17,0.2,0.2,0.15,0,0,0.16,0.19,0,0,0,0,0,0.13,0,0.21,0,0
ERES TU NOHAYMAR,0,0,0,0.2,0.2,0,0.47,0,0.16,0.19,0,0,0.16,0.18,0.14,0,0,0,0.16,0
"el tema para la gente burra como tu es que se obliga a los 19 millones a no salir y usarla mientras que el presidente hace lo contrario, el tema son las señales que manda la autoridad, en este caso el presidente del pais, pero como es tan 4weonao , sabe que los 19 millones lo están mirando , de los cuales solo el 13 % lo defiende y sale igual en publico como no debe. Espérate que en una semana mas la gente común quiera ir a pasearse aun una paya, no te van a dejar pasar antes del peaje.",1.5,2.4,3.49,3.12,2.54,1.49,3.94,1.7,1.55,3.74,1.83,1.19,1.63,3.19,1.51,1.31,1.98,1.9,2.2,3.41
Si se mete al mar a para desgracia para nosotros los de derecha es que los tiburones no son coprófagos.,0.72,0.47,0.68,1.23,0.2,0.63,1.12,1.31,0.16,0.38,0.14,0,0.51,0.18,0.14,0.41,0.31,0.43,0.48,0.83
"A propósito de torniquetes, ¿cuántos se ha saltado este patán?",0.23,0.15,0.17,0.59,0,0.15,0.36,0.21,0,0.19,0.14,0.34,0.16,0.53,0,0.52,0.46,0,0.16,0.26
incontables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E INTOCABLES ENTRE BUEYES.,0,0,0,0.2,0.2,0.15,0.47,0,0.31,0.19,0,0.17,0,0.18,0,0,0,0,0.16,0
Da lo mismo ! Vengan a viña o Valpo todo el mundo sin mascarilla en la playa ! Puro show...,0.49,0.63,0.88,1.03,0.62,0.79,0.94,0.9,0.66,0.79,0.15,0.18,0.34,0.19,0.14,0.41,0.32,0.45,0.33,0.27
Ya pero será necesario que el show corra por cuenta del Presidente?...,0,0.6,0.5,0.98,0.2,0.45,1.25,0.21,0.16,0.37,0.28,0.51,0.65,0.18,0.27,0.13,0.61,0,0.79,0.52
algo verdadero que salga de un mentiroso.,0.3,0.19,0.21,0.5,0.26,0.19,0.23,0.27,0,0.48,0,0.44,0.21,0.46,0.18,0.34,0.59,0,0.4,0.29
Lo más patético de todo es que CNN CHILE corrió a entrevistar al alcalde Jadue para que suelte su estercolera.,0.39,0.34,1.07,0.45,0,0.69,1,0.69,0.81,0.4,0.15,0.37,0.55,0.57,0.29,0.15,0.65,0,0.17,1.21
"ES ALCALDESA JADUE, FUTURA PRESIDENTA DEL MOVILH.-",0,0.15,0.33,0,0,0.3,0.23,0,0.16,0.56,0,0,0,0.18,0,0,0.15,0.21,0.16,1.57
PERO SOMOS PUEBLO 80 &,0,0.15,0,0.2,0.2,0,0.23,0,0,0,0.14,0.17,0.16,0,0.14,0.26,0.15,0,0,0.52
"¿Y que dice la izquierda de los bailes nocturnos en Plaza Ñuñoa, de los vándalos ""manifestantes"" de la Plaza Baquedano?, ninguno con mascarilla.",0.46,0.6,0.66,0.78,1.17,1.19,1.43,0.43,0.78,0.56,0.28,0.68,0.98,0.18,0.55,0.39,0.61,1.06,0.79,1.05
LO TOMADO Y LO BAILADO NO SE LOS QUITA NADIE .SALUD.,0,0.17,0.54,0.23,0.21,0.18,0.8,0,0.33,0.2,0,0,0.19,0,0.15,0.15,0.17,0.22,0.17,1.24
"deja las drogas, PERDEDOR.",0.14,0,0,0,0,0.19,0,0,0,0.21,0,0,0.2,0,0,0,0,0,0,0.33
"muy bien lo que dice, pero dígale también a los del barrio alto, eventos en la explanada de las Condes. Ayer, después de haber bajado a fase 3, igual hicieron el evento, y viene otro mañana. Sin por ejemplo las normas mínimas de seguridad, vasos de vidrio, alcohol gel (del otro sobra), ni hablar de túneles sanitarios y el distanciamiento deja mucho que desear. Ojo, reitero, fase 3, no se pueden hacer estos eventos.",1.2,0.94,2.25,2.03,1.84,1.24,3.54,1.33,1.79,2.73,0.59,0.53,1.53,1.11,1.14,1.64,2.38,1.11,1.64,2.93
empate ¡¡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
que defensa más mala del payaso,0.16,0.21,0.62,0.29,0.22,0.22,0.5,0.27,0.18,0.23,0.18,0,0.23,0.22,0.34,0.2,0.38,0.24,0.2,0.39
Rogelio.... hasta donde llega la estupidez de mezclar y comparar tu Payaso con los vandalos....? Buscate varas mas alta.,0.24,0.47,0.7,0.62,0.62,0.31,0.38,0,0.49,0.2,0.3,0.18,0.17,0.19,0.14,0.28,0,0.9,0,0.8
"pero igual Chile sigue siendio un pais mejor que el resto de latinoamerica, CHILENOS abran los ojos no destruyamos este pais y lleguemos a ser como Venezuela ... o chile en la epoca de Allende que vivi haciendo colas para poder comprar para comer ..",0.48,0.16,0.87,1.43,2.06,0.62,2.25,0.22,0.82,1.76,1.18,0.53,0.51,1.67,1.43,0.69,1.11,1.78,0.99,1.87
"Primero m presidente debe dar ejemplo, segundo no es santo como lo mencionas paulita.",0.35,0.15,0.33,0.39,0.2,0.15,0.36,0.43,0.31,0.19,0,0.17,0.33,0,0.27,0,0,0.21,0.31,0.79
no se puede defender lo indefendible,0.12,0.15,0.5,0.2,0.2,0,0.36,0.43,0.47,0,0.14,0,0,0,0.14,0.13,0.15,0.21,0.16,0
"ES UN SANTO ; QUE LASTIMA QUE SUSPENDIERON LAS PEREGRINACIONES ,HUBIESEMOS IDO A PRENDERLE UN VELITAS ........................................EN LA ....................R.A.J A..",0.6,0.31,1.02,0.2,0.79,0.16,1.21,1.31,1.1,0.77,0.58,0.52,0.68,0.72,0.42,0.27,0.47,0.43,0.48,1.65
QUIERES BAJARLE EL CALCHON A LA CHONG .,0,0,0.18,0.22,0,0,1.04,0.23,0,0,0.3,0.18,0.18,0.19,0.15,0,0.33,0.66,0,0.6
"Los izquierdistas que quemaron CHILE, y semanalmenteauspician la destrucción del centro de Santiago (apoyandocombatientes con ácido en las mochilas), ahora arman tremendo escándalo por una mascarilla... hace ratito que el sentido de las proporciones se perdió en este país.",0.52,0.51,0.89,1.8,1.43,1.03,3.02,0.69,0.32,1.81,0.76,0.18,1.1,0.95,1.18,0.76,1.8,0.22,0.85,2.42
COLO COLINO APENAS TE ALCANZA PARA UN EMPATE RATON.,0.26,0,0,0.65,0.44,0.17,0,0.71,0,0,0.31,0,0,0,0,0.15,0,0.48,0,1.09
"Entiendan LA MASCARILLA NO SIRVE DE NADANo existe una pandemia ,, solo show para vacunar a la mayor parte de la población ... Como tan ciegos",0.71,0.62,2.03,1.02,1.18,1.09,0.92,0.65,0.47,1.15,0.86,0.69,0.34,0.72,0.56,0.55,0.78,1.07,0.48,0.55
"no digas Burradas, seguro que a los medicos que trabajan en la Pandemia, les encanta andar forrados con mascaras y todo ese equipo coneste calor!!Como tanta ignorancia!!Han muerto mas de 20.000 chilenos!",0.24,0.92,1.18,0.6,0.2,0.31,1.65,0.22,0.47,0.57,0.29,0.17,0.83,0.54,0.56,0.13,0.62,0.21,0.96,1.35
todos mueren de Covid ahora......mal,0.16,0,0,0.29,0,0,0.25,0,0,0.23,0,0,0.23,0,0,0.2,0.19,0,0,0.39
Y con que vacuna Sra ???,0,0,0.33,0.2,0.2,0.3,0.36,0,0.16,0.19,0,0,0.49,0,0.14,0.13,0.46,0.21,0,0
Creo que no entiendes de qué se trata esta noticia...,0.23,0.15,0.5,0.39,0.2,0.15,0.9,0.43,0,0.19,0.28,0.17,0.49,0.35,0.27,0.39,0.61,0.21,0.16,0.26
"efectivamente, la mascarilla NO SIRVE PARA NADA",0.3,0.19,0.43,0,0.26,0.57,0.46,0.27,0.21,0.24,0,0,0.21,0,0,0.17,0.2,0,0.2,0
por favor explica tu teoria.,0,0,0.46,0.27,0.29,0.21,0.75,0.3,0.23,0.52,0.2,0.24,0,0,0.19,0.18,0,0.31,0.22,0
"Entiendo que que la gravedad es mayor cuando se trata de una autoridad, más aún si se trata del presidente de la República, pero como estamos en Chile y los jala bolas son timoratos de actuar pusilánime e interesados no cumplirán con su deber legal, moral y ético y se harán los larrys.",0.58,1.35,1.66,1.56,1.17,1.19,2.33,1.49,0.78,1.87,1.13,0.68,0.98,1.06,1.23,0.66,1.06,1.06,1.26,1.83
ENTRE LARRYS SE ENTIENDEN,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0
el seremi cuida su peguita defendiendo a su jefe,0.28,0.18,0.61,0.24,0.25,0.18,0.44,0.52,0.39,0,0.34,0,0,0.43,0.17,0.32,0.56,0.27,0,0.57
AMBOS VALEN C.A.L.L.A.M.P.A .,0.28,0.18,0.4,0.23,0.48,0.36,0.56,0.51,0.58,0.45,0.17,0,0.2,0.21,0.16,0.16,0,1.05,0.57,0
y su abuela?,0,0,0.17,0.2,0.39,0.15,0,0,0.16,0.37,0,0,0,0,0,0.13,0,0.42,0,0
"igual que tu, Teillier, la Vallejo, la Tontiola y todos los gi.les del PC!!",0.12,0.3,0.83,0.2,0.2,0.45,0.54,0.43,0.16,0.56,0,0,0.16,0.35,0.55,0,0.3,0.21,0,0.52
"Que pobre y miserable que es Chile preocupado de que el presidente ande con o sin mascarilla, un 30% de la gente no paga el transantiago, hay pandemia, los parlamentarios no se han bajado el sueldo, salen elegidos con menos de 2%, hay ataques terroristas todos los viernes en Santiago y queman gente viva en el sur pero la noticia es que una persona anda sin mascarilla, claramente chile esta condenado por su gente, la raza es la mala.",1.53,2.15,3.75,3,2.41,1.99,4.22,1.75,2.08,3.07,1.16,1.4,2.84,2.18,1.55,1.34,2.65,2.61,2.26,2.38
"El presidente debe dar el ejemplo, por eso es grave que no cumpla las medidas sanitarias.",0.23,0.15,0.33,0,0.39,0.45,0.36,0,0.16,0.37,0,0,0.49,0,0.14,0.26,0.3,0.21,0.79,0.79
"Igual que los parlamentarios, ex presidentes y otros?, no es solo función del presidente dar el ejemplo, es de cada uno de ejercer su libertad de la manera que le plazca, creo que Chile es un pais hipócrita que siempre exige al resto lo que el no hace.",0.97,1.26,2.05,2.28,0.4,0.95,3.76,1.98,1.26,1.74,0.44,0.88,2.4,1.1,1.41,0.7,1.88,1.5,1.3,1.39
entonces como unos hacen el otro también... típico pensamiento mediocre... todo esta mal... y que el presidente que se “supone” representa al estado pa variar la kg a no es excusa... presidente de papel,0.24,0.16,1.54,0.62,0.79,1.26,1.5,0.66,0.47,0.77,0.29,0.35,1.37,0.73,0.71,0.55,0.78,0.64,1.29,1.39
NO POR ESO AL LADRON DEL BANCO DE TALCA HAY QUE ACEPTARLE TODO,0.37,0.32,0,0.42,0.4,0.16,0.99,0.44,0.48,0.39,0.15,0.18,0.87,0,0.28,0.28,0.16,0.43,0.16,1.69
"Tiene pruebas?, por favor deje de mentir o insultar sin pruebas, si las tiene vaya a la justicia y listo, el resto es solo envidia odio y mentira.",0.79,1.03,1.14,1.56,2.06,1.36,1.64,0.73,0.91,2.35,0.97,0.39,0.37,1.21,0.31,0.45,0.69,0.99,1.44,1.66
"LA IZQUIERDA CHILENA ES COMO EL DICHO ESPAÑOL; ""MAJO, SI ME E DE MORIR EN MADRID, QUE ME ENTIERREN EN SEVILLA""; ""SI ME DE MORIR EN SEVILLA, QUE ME ENTIERREN EN MADRID"". ESTO ES POR PURO ""JODER"" COÑO.-",1.44,0.38,1.35,1.28,0.43,0.2,4.96,0,0.68,0.87,0.16,0.39,1.63,1.02,0.63,0.69,1.06,0.69,0.55,6.21
Y A TITE.,0,0,0.17,0.2,0.2,0.15,0,0,0.31,0.37,0,0,0,0,0,0.13,0,0.21,0,0
Y por qué no colocan la foto en donde aparece sin la mascarilla? Algún día un poco de dignidad?,0.23,0.15,0.66,0.59,0.59,0.45,0.9,0.43,0.31,0.56,0.28,0.34,0.65,0.35,0.55,0.52,0.91,0.84,0.63,0.26
Menos mal que no andaba sin traje de baño.,0.15,0.38,0.58,0.52,0,0,0.91,0.5,0.17,0.22,0,0.4,0.62,0.21,0.16,0.17,0.35,0.46,0,0.35
"este sñor, no tiene cabeza, para pensar siquiera en el sentido comun, es una persona que no merece estrar donde esta...asi de simple.....",0.46,0.45,0.83,0.59,0.39,0.45,0.9,0.64,0.47,1.12,0.56,0.68,0.65,0.71,0.41,0.66,0.61,0.42,0.31,0.52
"Si tiene, pero conectada con el cu.lo.",0.13,0,0,0.44,0.22,0,0.4,0.48,0.18,0.42,0.48,0.96,0,0.4,0,0.15,0.34,0.24,0.18,0
No hay caso.... este señor no tiene neuronas. Todo lo hace mal. Es un desastre desde la mañana a la noche. Voté por el y me arrepiento al máximo.,0.81,0.35,1.56,0.91,1.18,0.52,1.26,0.5,1.12,1.32,0.17,0.4,0.57,0.83,0.16,0.46,0.53,1.53,0.74,1.68
"TANTO COLOR LE PONIS POR UNA CA GA DE MASCARILLA ? , ANDA AL SIQUIATRA W E O N,",0.12,0.3,0.66,0.59,0.39,0.45,1.63,0,0.47,0.56,0.28,0,0.33,0.18,0.14,0,0.46,0.63,0.47,3.14
"L a autoridad sanitaria dijo que “elusocorrecto de lamascarilladebe ser siempre y en todo el país. Hay excepciones, al comer, al disfrutar del mar, pero ya sea alaire libreo en espacios cerrados, elusode lamascarillaes fundamental”, reiteró. 15 nov. 2020 Ministro de Salud",0.87,0.64,1.25,2.1,0.85,1.12,1.92,1.37,0.34,1.61,1.21,1.28,1.58,1.33,0.88,1.41,1.14,0.23,0.68,1.62
"Cuan antipático se hace este gobierno! Cero amor por la Patria y su gente. Impuestos y multas, son sólo para el pueblo.",0.54,0.35,0.59,0.46,0.71,1.06,0.63,0,0.19,1.33,0.67,0.8,0.58,0.63,0.81,0.46,0.9,0.26,1.11,1.12
Alaraquiar demás es otra característica de las ra.tas como tú,0,0.3,0.17,0.59,0.59,0.15,0.54,0.21,0,0.37,0.28,0,0.16,0.53,0.27,0.13,0.61,0,0.16,0.79
"Si .""ESTAN DESTRUYENDO EL PAIS",0,0,0.2,0,0.22,0,0.31,0,0,0,0,0,0,0,0.16,0,0,0,0,0.73
Qué habremos hecho para merecer a este descriteriado. Simplemente charcha. Sólo sabe especular en la bolsa y evadir impuestos.,0.24,0.16,0.17,0.82,0.62,0.47,0.38,0.67,0.33,0.98,0.15,0.36,0.69,0.19,0.29,0.69,0.48,0.45,0.17,0.54
Todos queremos andar sin mascarilla. Si andaba solo con sus escoltas qué problema hay??,0.14,0,0.2,0.24,0.25,0.36,0.87,0.26,0.19,0.68,0.17,0,0.59,0.21,0.67,0,1.11,0.53,0,1.42
¿DONDE PODEMOS CONSEGUIR UNA ESCOLTA PARA PASEARNOS A POTOPE POR UNA PLAYA ?,0.46,0.6,0.66,0.98,0.78,0.45,0.93,0.21,0.47,0.94,0.42,0.34,0.49,0.53,0.41,0.39,0.46,0.63,0.79,1.05
Hasta ahi?..todo muy bien Luego se saco selfies con varias personas..y sin mascarilla..hasta ahi todo mal... El hombre nace bueno...la sociedad lo corrompe... Este sujeto penso en quinto basico..que seria un delincuente?,0.36,0.16,0.7,0.21,0.83,0.31,0.94,0.22,0.99,0.59,0.59,0.36,0.69,0.19,0.43,0.28,0.64,0.67,0.66,0.8
"Se robo un banco, el dictador lo salvo.Participo en el caso cascadas, recibió una multa irrisoria.compro acciones de una pesquera peruana mientras estábamos en la haya contra Perú, muchos lo felicitaron. se pasea por la playa sin mascarilla y el seremi dice que como no fue fiscalizado nada se puede hacer.Piñera se ríe de todos los chilenos y nada le pasa.",1.59,1.59,2.47,2.49,3.14,1.27,2.47,1.13,1.83,1.99,1.65,0.72,1.91,1.13,1.89,1.39,1.61,1.81,1.67,1.34
se rie de los weo nes jajaja,0.12,0.15,0,0.2,0,0.15,0,0.21,0.16,0.37,0,0,0.16,0,0.14,0,0,0.42,0.16,0.52
acusaloo con tu mama quikoooooo jja. estabas en la haya?' jjja por eso no te distes cuentaaaaaaa locoooo jja.,0.12,0.3,0.33,0.59,0.78,0.3,0.72,0,0.31,0.94,0.14,0,0.33,0,0.27,0.13,0.3,0,0.63,0.52
TE HAS GANADO UN UNGUENTO PARA EL ANO GILIPOLLA.-,0,0,0,0.48,0,0.18,0.57,0,0.2,0.23,0.17,0.21,0.4,0.22,0.17,0.16,0.19,0.27,0,0
